rank	score	path	code	nat	nbnd	ecutwfc	ecutrho	kpoints_type	kx	ky	kz	kpoints_est	gamma_only	calculation	occupations	pseudo_ok	parallel_expectation
110	78.55	/home/dl/.cache/sg/qe-gpu-src-u/qe-src/test-suite/pw_vc-relax/vc-relax1.in	pw	2	9	25.0		automatic	4	4	4	64	no	vc-relax	smearing	no(As.pz-bhs.UPF)	k-point rich; -nk 4 likely effective
111	78.55	/home/dl/.cache/sg/qe-gpu-src-u/qe-src/test-suite/pw_vc-relax/vc-relax2.in	pw	2	9	25.0		automatic	4	4	4	64	no	vc-relax	smearing	no(As.pz-bhs.UPF)	k-point rich; -nk 4 likely effective
112	78.55	/home/dl/.cache/sg/qe-gpu-src-u/qe-src/test-suite/pw_vc-relax/vc-relax3.in	pw	2	9	25.0		automatic	4	4	4	64	no	vc-relax	smearing	no(As.pz-bhs.UPF)	k-point rich; -nk 4 likely effective
113	78.55	/home/dl/.cache/sg/qe-gpu-src-u/qe-src/test-suite/pw_vc-relax/vc-relax4.in	pw	2	9	25.0		automatic	4	4	4	64	no	vc-relax	smearing	no(As.pz-bhs.UPF)	k-point rich; -nk 4 likely effective
114	78.55	/home/dl/.cache/sg/qe-gpu-src-u/qe-src/test-suite/pw_vc-relax/vc-relax5.in	pw	2	9	25.0		automatic	4	4	4	64	no	vc-relax	smearing	no(As.pz-bhs.UPF)	k-point rich; -nk 4 likely effective
115	78.55	/home/dl/.cache/sg/qe-gpu-src-u/qe-src/test-suite/pw_vc-relax/vc-relax6.in	pw	2	9	25.0		automatic	4	4	4	64	no	vc-relax	smearing	no(As.pz-bhs.UPF)	k-point rich; -nk 4 likely effective
116	78.55	/home/dl/.cache/sg/qe-gpu-src-u/qe-src/test-suite/pw_vdw/vdw-mbd-vc-relax.in	pw	2	9	25.0		automatic	4	4	4	64	no	vc-relax	smearing	no(As.pz-bhs.UPF)	k-point rich; -nk 4 likely effective
117	78.55	/home/dl/.cache/sg/qe-gpu-src-u/qe-src/test-suite/pw_workflow_relax_relax/relax-1.in	pw	2	9	25.0		automatic	4	4	4	64	no	relax	smearing	no(As.pz-bhs.UPF)	k-point rich; -nk 4 likely effective
118	78.55	/home/dl/.cache/sg/qe-gpu-src-u/qe-src/test-suite/pw_workflow_relax_relax/relax-2.in	pw	2	9	25.0		automatic	4	4	4	64	no	relax	smearing	no(As.pz-bhs.UPF)	k-point rich; -nk 4 likely effective
119	78.55	/home/dl/.cache/sg/qe-gpu-src/build/q-e-qe-7.5-nvhpc-cc80/test-suite/pw_vc-relax/vc-md1.in	pw	2	9	25.0		automatic	4	4	4	64	no	vc-md	smearing	no(As.pz-bhs.UPF)	k-point rich; -nk 4 likely effective
120	78.55	/home/dl/.cache/sg/qe-gpu-src/build/q-e-qe-7.5-nvhpc-cc80/test-suite/pw_vc-relax/vc-md2.in	pw	2	9	25.0		automatic	4	4	4	64	no	vc-md	smearing	no(As.pz-bhs.UPF)	k-point rich; -nk 4 likely effective
121	78.55	/home/dl/.cache/sg/qe-gpu-src/build/q-e-qe-7.5-nvhpc-cc80/test-suite/pw_vc-relax/vc-relax1.in	pw	2	9	25.0		automatic	4	4	4	64	no	vc-relax	smearing	no(As.pz-bhs.UPF)	k-point rich; -nk 4 likely effective
122	78.55	/home/dl/.cache/sg/qe-gpu-src/build/q-e-qe-7.5-nvhpc-cc80/test-suite/pw_vc-relax/vc-relax2.in	pw	2	9	25.0		automatic	4	4	4	64	no	vc-relax	smearing	no(As.pz-bhs.UPF)	k-point rich; -nk 4 likely effective
123	78.55	/home/dl/.cache/sg/qe-gpu-src/build/q-e-qe-7.5-nvhpc-cc80/test-suite/pw_vc-relax/vc-relax3.in	pw	2	9	25.0		automatic	4	4	4	64	no	vc-relax	smearing	no(As.pz-bhs.UPF)	k-point rich; -nk 4 likely effective
124	78.55	/home/dl/.cache/sg/qe-gpu-src/build/q-e-qe-7.5-nvhpc-cc80/test-suite/pw_vc-relax/vc-relax4.in	pw	2	9	25.0		automatic	4	4	4	64	no	vc-relax	smearing	no(As.pz-bhs.UPF)	k-point rich; -nk 4 likely effective
125	78.55	/home/dl/.cache/sg/qe-gpu-src/build/q-e-qe-7.5-nvhpc-cc80/test-suite/pw_vc-relax/vc-relax5.in	pw	2	9	25.0		automatic	4	4	4	64	no	vc-relax	smearing	no(As.pz-bhs.UPF)	k-point rich; -nk 4 likely effective
126	78.55	/home/dl/.cache/sg/qe-gpu-src/build/q-e-qe-7.5-nvhpc-cc80/test-suite/pw_vc-relax/vc-relax6.in	pw	2	9	25.0		automatic	4	4	4	64	no	vc-relax	smearing	no(As.pz-bhs.UPF)	k-point rich; -nk 4 likely effective
127	78.55	/home/dl/.cache/sg/qe-gpu-src/build/q-e-qe-7.5-nvhpc-cc80/test-suite/pw_vdw/vdw-mbd-vc-relax.in	pw	2	9	25.0		automatic	4	4	4	64	no	vc-relax	smearing	no(As.pz-bhs.UPF)	k-point rich; -nk 4 likely effective
128	78.55	/home/dl/.cache/sg/qe-gpu-src/build/q-e-qe-7.5-nvhpc-cc80/test-suite/pw_workflow_relax_relax/relax-1.in	pw	2	9	25.0		automatic	4	4	4	64	no	relax	smearing	no(As.pz-bhs.UPF)	k-point rich; -nk 4 likely effective
129	78.55	/home/dl/.cache/sg/qe-gpu-src/build/q-e-qe-7.5-nvhpc-cc80/test-suite/pw_workflow_relax_relax/relax-2.in	pw	2	9	25.0		automatic	4	4	4	64	no	relax	smearing	no(As.pz-bhs.UPF)	k-point rich; -nk 4 likely effective
130	78.55	/opt/sg/src/q-e_qe-7.5/test-suite/pw_vc-relax/vc-md1.in	pw	2	9	25.0		automatic	4	4	4	64	no	vc-md	smearing	no(As.pz-bhs.UPF)	k-point rich; -nk 4 likely effective
131	78.55	/opt/sg/src/q-e_qe-7.5/test-suite/pw_vc-relax/vc-md2.in	pw	2	9	25.0		automatic	4	4	4	64	no	vc-md	smearing	no(As.pz-bhs.UPF)	k-point rich; -nk 4 likely effective
132	78.55	/opt/sg/src/q-e_qe-7.5/test-suite/pw_vc-relax/vc-relax1.in	pw	2	9	25.0		automatic	4	4	4	64	no	vc-relax	smearing	no(As.pz-bhs.UPF)	k-point rich; -nk 4 likely effective
133	78.55	/opt/sg/src/q-e_qe-7.5/test-suite/pw_vc-relax/vc-relax2.in	pw	2	9	25.0		automatic	4	4	4	64	no	vc-relax	smearing	no(As.pz-bhs.UPF)	k-point rich; -nk 4 likely effective
134	78.55	/opt/sg/src/q-e_qe-7.5/test-suite/pw_vc-relax/vc-relax3.in	pw	2	9	25.0		automatic	4	4	4	64	no	vc-relax	smearing	no(As.pz-bhs.UPF)	k-point rich; -nk 4 likely effective
135	78.55	/opt/sg/src/q-e_qe-7.5/test-suite/pw_vc-relax/vc-relax4.in	pw	2	9	25.0		automatic	4	4	4	64	no	vc-relax	smearing	no(As.pz-bhs.UPF)	k-point rich; -nk 4 likely effective
136	78.55	/opt/sg/src/q-e_qe-7.5/test-suite/pw_vc-relax/vc-relax5.in	pw	2	9	25.0		automatic	4	4	4	64	no	vc-relax	smearing	no(As.pz-bhs.UPF)	k-point rich; -nk 4 likely effective
137	78.55	/opt/sg/src/q-e_qe-7.5/test-suite/pw_vc-relax/vc-relax6.in	pw	2	9	25.0		automatic	4	4	4	64	no	vc-relax	smearing	no(As.pz-bhs.UPF)	k-point rich; -nk 4 likely effective
138	78.55	/opt/sg/src/q-e_qe-7.5/test-suite/pw_vdw/vdw-mbd-vc-relax.in	pw	2	9	25.0		automatic	4	4	4	64	no	vc-relax	smearing	no(As.pz-bhs.UPF)	k-point rich; -nk 4 likely effective
139	78.55	/opt/sg/src/q-e_qe-7.5/test-suite/pw_workflow_relax_relax/relax-1.in	pw	2	9	25.0		automatic	4	4	4	64	no	relax	smearing	no(As.pz-bhs.UPF)	k-point rich; -nk 4 likely effective
140	78.55	/opt/sg/src/q-e_qe-7.5/test-suite/pw_workflow_relax_relax/relax-2.in	pw	2	9	25.0		automatic	4	4	4	64	no	relax	smearing	no(As.pz-bhs.UPF)	k-point rich; -nk 4 likely effective
141	78.04	/home/dl/.cache/sg/qe-gpu-src-u/qe-src/test-suite/ph_ahc_bas/scf.in	ph	2		40.0		automatic	3	3	3	27	no	scf		unknown	k-point rich; -nk 4 likely effective
142	78.04	/home/dl/.cache/sg/qe-gpu-src/build/q-e-qe-7.5-nvhpc-cc80/test-suite/ph_ahc_bas/scf.in	ph	2		40.0		automatic	3	3	3	27	no	scf		unknown	k-point rich; -nk 4 likely effective
143	78.04	/opt/sg/src/q-e_qe-7.5/test-suite/ph_ahc_bas/scf.in	ph	2		40.0		automatic	3	3	3	27	no	scf		unknown	k-point rich; -nk 4 likely effective
144	77.87	/home/dl/.cache/sg/qe-gpu-src-u/qe-src/test-suite/pw_twochem/relax_twochem.in	pw	2	8	12.0		automatic	4	4	4	64	no	relax	smearing	no(Si.pz-vbc.UPF)	k-point rich; -nk 4 likely effective
145	77.87	/home/dl/.cache/sg/qe-gpu-src-u/qe-src/test-suite/pw_twochem/vc-relax_twochem.in	pw	2	8	12.0		automatic	4	4	4	64	no	vc-relax	smearing	no(Si.pz-vbc.UPF)	k-point rich; -nk 4 likely effective
146	77.87	/home/dl/.cache/sg/qe-gpu-src/build/q-e-qe-7.5-nvhpc-cc80/test-suite/pw_twochem/relax_twochem.in	pw	2	8	12.0		automatic	4	4	4	64	no	relax	smearing	no(Si.pz-vbc.UPF)	k-point rich; -nk 4 likely effective
147	77.87	/home/dl/.cache/sg/qe-gpu-src/build/q-e-qe-7.5-nvhpc-cc80/test-suite/pw_twochem/vc-relax_twochem.in	pw	2	8	12.0		automatic	4	4	4	64	no	vc-relax	smearing	no(Si.pz-vbc.UPF)	k-point rich; -nk 4 likely effective
148	77.87	/opt/sg/src/q-e_qe-7.5/test-suite/pw_twochem/relax_twochem.in	pw	2	8	12.0		automatic	4	4	4	64	no	relax	smearing	no(Si.pz-vbc.UPF)	k-point rich; -nk 4 likely effective
149	77.87	/opt/sg/src/q-e_qe-7.5/test-suite/pw_twochem/vc-relax_twochem.in	pw	2	8	12.0		automatic	4	4	4	64	no	vc-relax	smearing	no(Si.pz-vbc.UPF)	k-point rich; -nk 4 likely effective
150	77.67	/home/dl/.cache/sg/qe-gpu-src-u/qe-src/test-suite/pp_acf/scf_vdw.in	pp	4	20	60.0	240.0	automatic	5	5	3	75	no	scf	smearing	no(C_ONCV_PBE-1.0.upf)	k-point rich; -nk 4 likely effective
151	77.67	/home/dl/.cache/sg/qe-gpu-src/build/q-e-qe-7.5-nvhpc-cc80/test-suite/pp_acf/scf_vdw.in	pp	4	20	60.0	240.0	automatic	5	5	3	75	no	scf	smearing	no(C_ONCV_PBE-1.0.upf)	k-point rich; -nk 4 likely effective
152	77.67	/opt/sg/src/q-e_qe-7.5/test-suite/pp_acf/scf_vdw.in	pp	4	20	60.0	240.0	automatic	5	5	3	75	no	scf	smearing	no(C_ONCV_PBE-1.0.upf)	k-point rich; -nk 4 likely effective
153	77.04	/home/dl/.cache/sg/qe-gpu-src-u/qe-src/test-suite/ph_ahc_diam/diam.scf.in	ph	2		20.0		automatic	3	3	3	27	no	scf		unknown	k-point rich; -nk 4 likely effective
154	77.04	/home/dl/.cache/sg/qe-gpu-src/build/q-e-qe-7.5-nvhpc-cc80/test-suite/ph_ahc_diam/diam.scf.in	ph	2		20.0		automatic	3	3	3	27	no	scf		unknown	k-point rich; -nk 4 likely effective
155	77.04	/opt/sg/src/q-e_qe-7.5/test-suite/ph_ahc_diam/diam.scf.in	ph	2		20.0		automatic	3	3	3	27	no	scf		unknown	k-point rich; -nk 4 likely effective
156	75.93	/home/dl/.cache/sg/qe-gpu-src-u/qe-src/test-suite/pw_noncolin/noncolin-cg.in	pw	1		25.0	200.0	explicit				11	no	scf	smearing	no(Fe.pz-nd-rrkjus.UPF)	k-point rich; -nk 4 likely effective
157	75.93	/home/dl/.cache/sg/qe-gpu-src-u/qe-src/test-suite/pw_noncolin/noncolin-constrain_angle.in	pw	1		25.0	200.0	explicit				11	no	scf	smearing	no(Fe.pz-nd-rrkjus.UPF)	k-point rich; -nk 4 likely effective
158	75.93	/home/dl/.cache/sg/qe-gpu-src-u/qe-src/test-suite/pw_noncolin/noncolin-constrain_atomic.in	pw	1		25.0	200.0	explicit				11	no	scf	smearing	no(Fe.pz-nd-rrkjus.UPF)	k-point rich; -nk 4 likely effective
159	75.93	/home/dl/.cache/sg/qe-gpu-src-u/qe-src/test-suite/pw_noncolin/noncolin-pbe.in	pw	1		25.0	200.0	explicit				11	no	scf	smearing	no(Fe.pbe-nd-rrkjus.UPF)	k-point rich; -nk 4 likely effective
160	75.93	/home/dl/.cache/sg/qe-gpu-src-u/qe-src/test-suite/pw_noncolin/noncolin-rmm.in	pw	1		25.0	200.0	explicit				11	no	scf	smearing	no(Fe.pz-nd-rrkjus.UPF)	k-point rich; -nk 4 likely effective
161	75.93	/home/dl/.cache/sg/qe-gpu-src-u/qe-src/test-suite/pw_noncolin/noncolin.in	pw	1		25.0	200.0	explicit				11	no	scf	smearing	no(Fe.pz-nd-rrkjus.UPF)	k-point rich; -nk 4 likely effective
162	75.93	/home/dl/.cache/sg/qe-gpu-src/build/q-e-qe-7.5-nvhpc-cc80/test-suite/pw_noncolin/noncolin-cg.in	pw	1		25.0	200.0	explicit				11	no	scf	smearing	no(Fe.pz-nd-rrkjus.UPF)	k-point rich; -nk 4 likely effective
163	75.93	/home/dl/.cache/sg/qe-gpu-src/build/q-e-qe-7.5-nvhpc-cc80/test-suite/pw_noncolin/noncolin-constrain_angle.in	pw	1		25.0	200.0	explicit				11	no	scf	smearing	no(Fe.pz-nd-rrkjus.UPF)	k-point rich; -nk 4 likely effective
164	75.93	/home/dl/.cache/sg/qe-gpu-src/build/q-e-qe-7.5-nvhpc-cc80/test-suite/pw_noncolin/noncolin-constrain_atomic.in	pw	1		25.0	200.0	explicit				11	no	scf	smearing	no(Fe.pz-nd-rrkjus.UPF)	k-point rich; -nk 4 likely effective
165	75.93	/home/dl/.cache/sg/qe-gpu-src/build/q-e-qe-7.5-nvhpc-cc80/test-suite/pw_noncolin/noncolin-pbe.in	pw	1		25.0	200.0	explicit				11	no	scf	smearing	no(Fe.pbe-nd-rrkjus.UPF)	k-point rich; -nk 4 likely effective
166	75.93	/home/dl/.cache/sg/qe-gpu-src/build/q-e-qe-7.5-nvhpc-cc80/test-suite/pw_noncolin/noncolin-rmm.in	pw	1		25.0	200.0	explicit				11	no	scf	smearing	no(Fe.pz-nd-rrkjus.UPF)	k-point rich; -nk 4 likely effective
167	75.93	/home/dl/.cache/sg/qe-gpu-src/build/q-e-qe-7.5-nvhpc-cc80/test-suite/pw_noncolin/noncolin.in	pw	1		25.0	200.0	explicit				11	no	scf	smearing	no(Fe.pz-nd-rrkjus.UPF)	k-point rich; -nk 4 likely effective
168	75.93	/opt/sg/src/q-e_qe-7.5/test-suite/pw_noncolin/noncolin-cg.in	pw	1		25.0	200.0	explicit				11	no	scf	smearing	no(Fe.pz-nd-rrkjus.UPF)	k-point rich; -nk 4 likely effective
169	75.93	/opt/sg/src/q-e_qe-7.5/test-suite/pw_noncolin/noncolin-constrain_angle.in	pw	1		25.0	200.0	explicit				11	no	scf	smearing	no(Fe.pz-nd-rrkjus.UPF)	k-point rich; -nk 4 likely effective
170	75.93	/opt/sg/src/q-e_qe-7.5/test-suite/pw_noncolin/noncolin-constrain_atomic.in	pw	1		25.0	200.0	explicit				11	no	scf	smearing	no(Fe.pz-nd-rrkjus.UPF)	k-point rich; -nk 4 likely effective
171	75.93	/opt/sg/src/q-e_qe-7.5/test-suite/pw_noncolin/noncolin-pbe.in	pw	1		25.0	200.0	explicit				11	no	scf	smearing	no(Fe.pbe-nd-rrkjus.UPF)	k-point rich; -nk 4 likely effective
172	75.93	/opt/sg/src/q-e_qe-7.5/test-suite/pw_noncolin/noncolin-rmm.in	pw	1		25.0	200.0	explicit				11	no	scf	smearing	no(Fe.pz-nd-rrkjus.UPF)	k-point rich; -nk 4 likely effective
173	75.93	/opt/sg/src/q-e_qe-7.5/test-suite/pw_noncolin/noncolin.in	pw	1		25.0	200.0	explicit				11	no	scf	smearing	no(Fe.pz-nd-rrkjus.UPF)	k-point rich; -nk 4 likely effective
174	75.35	/home/dl/.cache/sg/qe-gpu-src-u/qe-src/test-suite/ph_Ni_nc_spinorbit_mag/Ni.scf.in	ph	1		27.0	200.0	automatic	4	4	4	64	no	scf	smearing	no(Ni.rel-pbe-nd-rrkjus.UPF)	k-point rich; -nk 4 likely effective
175	75.35	/home/dl/.cache/sg/qe-gpu-src-u/qe-src/test-suite/ph_base/ni.scf.in	ph	1		27.0	300.0	automatic	4	4	4	64	no	scf	smearing	no(Ni.pbe-nd-rrkjus.UPF)	k-point rich; -nk 4 likely effective
176	75.35	/home/dl/.cache/sg/qe-gpu-src-u/qe-src/test-suite/ph_base/nipaw.scf.in	ph	1		27.0	300.0	automatic	4	4	4	64	no	scf	smearing	no(Ni.pbe-spn-kjpaw_psl.1.0.0.UPF)	k-point rich; -nk 4 likely effective
177	75.35	/home/dl/.cache/sg/qe-gpu-src/build/q-e-qe-7.5-nvhpc-cc80/test-suite/ph_Ni_nc_spinorbit_mag/Ni.scf.in	ph	1		27.0	200.0	automatic	4	4	4	64	no	scf	smearing	no(Ni.rel-pbe-nd-rrkjus.UPF)	k-point rich; -nk 4 likely effective
178	75.35	/home/dl/.cache/sg/qe-gpu-src/build/q-e-qe-7.5-nvhpc-cc80/test-suite/ph_base/ni.scf.in	ph	1		27.0	300.0	automatic	4	4	4	64	no	scf	smearing	no(Ni.pbe-nd-rrkjus.UPF)	k-point rich; -nk 4 likely effective
179	75.35	/home/dl/.cache/sg/qe-gpu-src/build/q-e-qe-7.5-nvhpc-cc80/test-suite/ph_base/nipaw.scf.in	ph	1		27.0	300.0	automatic	4	4	4	64	no	scf	smearing	no(Ni.pbe-spn-kjpaw_psl.1.0.0.UPF)	k-point rich; -nk 4 likely effective
180	75.35	/opt/sg/src/q-e_qe-7.5/test-suite/ph_Ni_nc_spinorbit_mag/Ni.scf.in	ph	1		27.0	200.0	automatic	4	4	4	64	no	scf	smearing	no(Ni.rel-pbe-nd-rrkjus.UPF)	k-point rich; -nk 4 likely effective
181	75.35	/opt/sg/src/q-e_qe-7.5/test-suite/ph_base/ni.scf.in	ph	1		27.0	300.0	automatic	4	4	4	64	no	scf	smearing	no(Ni.pbe-nd-rrkjus.UPF)	k-point rich; -nk 4 likely effective
182	75.35	/opt/sg/src/q-e_qe-7.5/test-suite/ph_base/nipaw.scf.in	ph	1		27.0	300.0	automatic	4	4	4	64	no	scf	smearing	no(Ni.pbe-spn-kjpaw_psl.1.0.0.UPF)	k-point rich; -nk 4 likely effective
183	74.87	/home/dl/.cache/sg/qe-gpu-src-u/qe-src/test-suite/ph_twochem/scf_twochem.in	ph	2	8	12.0		automatic	4	4	4	64	no	scf	smearing	no(Si.pz-vbc.UPF)	k-point rich; -nk 4 likely effective
184	74.87	/home/dl/.cache/sg/qe-gpu-src/build/q-e-qe-7.5-nvhpc-cc80/test-suite/ph_twochem/scf_twochem.in	ph	2	8	12.0		automatic	4	4	4	64	no	scf	smearing	no(Si.pz-vbc.UPF)	k-point rich; -nk 4 likely effective
185	74.87	/opt/sg/src/q-e_qe-7.5/test-suite/ph_twochem/scf_twochem.in	ph	2	8	12.0		automatic	4	4	4	64	no	scf	smearing	no(Si.pz-vbc.UPF)	k-point rich; -nk 4 likely effective
186	74.33	/home/dl/.cache/sg/qe-gpu-src-u/qe-src/test-suite/pw_metal/metal-fermi_dirac.in	pw	1		15.0		explicit				10	no	scf	smearing	no(Al.pz-vbc.UPF)	k-point rich; -nk 4 likely effective
187	74.33	/home/dl/.cache/sg/qe-gpu-src-u/qe-src/test-suite/pw_metal/metal-gaussian.in	pw	1		15.0		explicit				10	no	scf	smearing	no(Al.pz-vbc.UPF)	k-point rich; -nk 4 likely effective
188	74.33	/home/dl/.cache/sg/qe-gpu-src-u/qe-src/test-suite/pw_metal/metal.in	pw	1		15.0		explicit				10	no	scf	smearing	no(Al.pz-vbc.UPF)	k-point rich; -nk 4 likely effective
189	74.33	/home/dl/.cache/sg/qe-gpu-src/build/q-e-qe-7.5-nvhpc-cc80/test-suite/pw_metal/metal-fermi_dirac.in	pw	1		15.0		explicit				10	no	scf	smearing	no(Al.pz-vbc.UPF)	k-point rich; -nk 4 likely effective
190	74.33	/home/dl/.cache/sg/qe-gpu-src/build/q-e-qe-7.5-nvhpc-cc80/test-suite/pw_metal/metal-gaussian.in	pw	1		15.0		explicit				10	no	scf	smearing	no(Al.pz-vbc.UPF)	k-point rich; -nk 4 likely effective
191	74.33	/home/dl/.cache/sg/qe-gpu-src/build/q-e-qe-7.5-nvhpc-cc80/test-suite/pw_metal/metal.in	pw	1		15.0		explicit				10	no	scf	smearing	no(Al.pz-vbc.UPF)	k-point rich; -nk 4 likely effective
192	74.33	/opt/sg/src/q-e_qe-7.5/test-suite/pw_metal/metal-fermi_dirac.in	pw	1		15.0		explicit				10	no	scf	smearing	no(Al.pz-vbc.UPF)	k-point rich; -nk 4 likely effective
193	74.33	/opt/sg/src/q-e_qe-7.5/test-suite/pw_metal/metal-gaussian.in	pw	1		15.0		explicit				10	no	scf	smearing	no(Al.pz-vbc.UPF)	k-point rich; -nk 4 likely effective
194	74.33	/opt/sg/src/q-e_qe-7.5/test-suite/pw_metal/metal.in	pw	1		15.0		explicit				10	no	scf	smearing	no(Al.pz-vbc.UPF)	k-point rich; -nk 4 likely effective
195	74.29	/home/dl/.cache/sg/qe-gpu-src-u/qe-src/test-suite/ph_U_metal_us/Fe.scf.in	ph	2		45.0	360.0	automatic	3	3	3	27	no	scf	smearing	no(Fe.pbe-spn-rrkjus_psl.0.2.1.UPF)	k-point rich; -nk 4 likely effective
196	74.29	/home/dl/.cache/sg/qe-gpu-src/build/q-e-qe-7.5-nvhpc-cc80/test-suite/ph_U_metal_us/Fe.scf.in	ph	2		45.0	360.0	automatic	3	3	3	27	no	scf	smearing	no(Fe.pbe-spn-rrkjus_psl.0.2.1.UPF)	k-point rich; -nk 4 likely effective
197	74.29	/opt/sg/src/q-e_qe-7.5/test-suite/ph_U_metal_us/Fe.scf.in	ph	2		45.0	360.0	automatic	3	3	3	27	no	scf	smearing	no(Fe.pbe-spn-rrkjus_psl.0.2.1.UPF)	k-point rich; -nk 4 likely effective
198	73.13	/home/dl/.cache/sg/qe-gpu-src-u/qe-src/test-suite/epw_base/scf.in	epw	2	4	60.0		automatic	6	6	6	216	no	scf	smearing	unknown	k-point rich; -nk 4 likely effective
199	73.13	/home/dl/.cache/sg/qe-gpu-src/build/q-e-qe-7.5-nvhpc-cc80/test-suite/epw_base/scf.in	epw	2	4	60.0		automatic	6	6	6	216	no	scf	smearing	unknown	k-point rich; -nk 4 likely effective
200	73.13	/opt/sg/src/q-e_qe-7.5/test-suite/epw_base/scf.in	epw	2	4	60.0		automatic	6	6	6	216	no	scf	smearing	unknown	k-point rich; -nk 4 likely effective
201	73.0	/home/dl/.cache/sg/qe-gpu-src-u/qe-src/test-suite/epw_metal/scf.in	epw	1		60.0		automatic	12	12	12	1728	no	scf	smearing	yes	k-point rich; -nk 4 likely effective
202	73.0	/home/dl/.cache/sg/qe-gpu-src/build/q-e-qe-7.5-nvhpc-cc80/test-suite/epw_metal/scf.in	epw	1		60.0		automatic	12	12	12	1728	no	scf	smearing	yes	k-point rich; -nk 4 likely effective
203	73.0	/opt/sg/src/q-e_qe-7.5/test-suite/epw_metal/scf.in	epw	1		60.0		automatic	12	12	12	1728	no	scf	smearing	yes	k-point rich; -nk 4 likely effective
204	73.0	/home/dl/.cache/sg/qe-gpu-src-u/qe-src/test-suite/epw_soc/scf.in	epw	1		60.0		automatic	6	6	6	216	no	scf	smearing	yes	k-point rich; -nk 4 likely effective
205	73.0	/home/dl/.cache/sg/qe-gpu-src/build/q-e-qe-7.5-nvhpc-cc80/test-suite/epw_soc/scf.in	epw	1		60.0		automatic	6	6	6	216	no	scf	smearing	yes	k-point rich; -nk 4 likely effective
206	73.0	/opt/sg/src/q-e_qe-7.5/test-suite/epw_soc/scf.in	epw	1		60.0		automatic	6	6	6	216	no	scf	smearing	yes	k-point rich; -nk 4 likely effective
207	72.0	/home/dl/.cache/sg/qe-gpu-src-u/qe-src/test-suite/hp_soc_U_nc_nonmagn/au.scf.in	hp	1		40.0		automatic	5	5	5	125	no	scf	smearing	yes	k-point rich; -nk 4 likely effective
208	72.0	/home/dl/.cache/sg/qe-gpu-src/build/q-e-qe-7.5-nvhpc-cc80/test-suite/hp_soc_U_nc_nonmagn/au.scf.in	hp	1		40.0		automatic	5	5	5	125	no	scf	smearing	yes	k-point rich; -nk 4 likely effective
209	72.0	/opt/sg/src/q-e_qe-7.5/test-suite/hp_soc_U_nc_nonmagn/au.scf.in	hp	1		40.0		automatic	5	5	5	125	no	scf	smearing	yes	k-point rich; -nk 4 likely effective
210	72.0	/home/dl/.cache/sg/qe-gpu-src-u/qe-src/test-suite/ph_2d/scf.in	ph	2		40.0		automatic	4	4	1	16	no	scf	fixed	unknown	k-point rich; -nk 4 likely effective
211	72.0	/home/dl/.cache/sg/qe-gpu-src/build/q-e-qe-7.5-nvhpc-cc80/test-suite/ph_2d/scf.in	ph	2		40.0		automatic	4	4	1	16	no	scf	fixed	unknown	k-point rich; -nk 4 likely effective
212	72.0	/opt/sg/src/q-e_qe-7.5/test-suite/ph_2d/scf.in	ph	2		40.0		automatic	4	4	1	16	no	scf	fixed	unknown	k-point rich; -nk 4 likely effective
213	71.6	/home/dl/.cache/sg/qe-gpu-src-u/qe-src/test-suite/pw_vdw/beef.in	pw	2		12.0		automatic	4	4	4	64	no	relax		no(Si.pz-vbc.UPF)	k-point rich; -nk 4 likely effective
214	71.6	/home/dl/.cache/sg/qe-gpu-src/build/q-e-qe-7.5-nvhpc-cc80/test-suite/pw_vdw/beef.in	pw	2		12.0		automatic	4	4	4	64	no	relax		no(Si.pz-vbc.UPF)	k-point rich; -nk 4 likely effective
215	71.6	/opt/sg/src/q-e_qe-7.5/test-suite/pw_vdw/beef.in	pw	2		12.0		automatic	4	4	4	64	no	relax		no(Si.pz-vbc.UPF)	k-point rich; -nk 4 likely effective
216	71.17	/home/dl/.cache/sg/qe-gpu-src-u/qe-src/test-suite/epw_base/nscf_epw.in	epw	2	4	60.0		crystal				27	no	nscf	smearing	unknown	k-point rich; -nk 4 likely effective
217	71.17	/home/dl/.cache/sg/qe-gpu-src-u/qe-src/test-suite/epw_base/scf_epw.in	epw	2	4	60.0		automatic	3	3	3	27	no	scf	smearing	unknown	k-point rich; -nk 4 likely effective
218	71.17	/home/dl/.cache/sg/qe-gpu-src/build/q-e-qe-7.5-nvhpc-cc80/test-suite/epw_base/nscf_epw.in	epw	2	4	60.0		crystal				27	no	nscf	smearing	unknown	k-point rich; -nk 4 likely effective
219	71.17	/home/dl/.cache/sg/qe-gpu-src/build/q-e-qe-7.5-nvhpc-cc80/test-suite/epw_base/scf_epw.in	epw	2	4	60.0		automatic	3	3	3	27	no	scf	smearing	unknown	k-point rich; -nk 4 likely effective
220	71.17	/opt/sg/src/q-e_qe-7.5/test-suite/epw_base/nscf_epw.in	epw	2	4	60.0		crystal				27	no	nscf	smearing	unknown	k-point rich; -nk 4 likely effective
221	71.17	/opt/sg/src/q-e_qe-7.5/test-suite/epw_base/scf_epw.in	epw	2	4	60.0		automatic	3	3	3	27	no	scf	smearing	unknown	k-point rich; -nk 4 likely effective
222	71.04	/home/dl/.cache/sg/qe-gpu-src-u/qe-src/test-suite/epw_metal/nscf_epw.in	epw	1		60.0		crystal				27	no	nscf	smearing	yes	k-point rich; -nk 4 likely effective
